1520520703.070376873 -0.00038 0.12030 0.04527 -0.08751 -0.03662 0.01865 0.99532
1520520703.170379877 -0.00351 0.15376 0.05658 -0.09117 -0.03395 0.01308 0.99517
1520520703.270346165 -0.00743 0.19328 0.06503 -0.08320 -0.03223 0.00828 0.99598
1520520703.370349169 -0.01195 0.23786 0.07327 -0.07808 -0.03483 0.00446 0.99633
1520520703.470352173 -0.01349 0.28951 0.08534 -0.08427 -0.04241 -0.00046 0.99554
1520520703.570355177 -0.02971 0.33657 0.08097 -0.06853 -0.04637 -0.00522 0.99656
1520520703.670349836 -0.04329 0.37902 0.07602 -0.05794 -0.04257 -0.00518 0.99740
1520520703.770354033 -0.05290 0.41934 0.07092 -0.05534 -0.03445 -0.00498 0.99786
1520520703.870357037 -0.05339 0.44754 0.05929 -0.04220 -0.02336 -0.00292 0.99883
1520520703.970360041 -0.03941 0.44133 0.03916 -0.03122 -0.01453 -0.00144 0.99941
1520520704.170391560 -0.02397 0.43901 0.02947 -0.03166 -0.01380 -0.00160 0.99940
1520520704.570425749 -0.01263 0.29428 0.03481 -0.01815 -0.01368 -0.00104 0.99974
1520520704.770431757 -0.01924 0.26865 0.03574 -0.02081 -0.01446 0.00171 0.99968
1520520704.970434666 -0.01986 0.24470 0.03642 -0.02039 -0.01137 0.00560 0.99971
1520520705.170440674 -0.02359 0.22098 0.04146 -0.02616 -0.01871 0.00872 0.99944
1520520705.370432138 -0.03119 0.19908 0.04298 -0.02672 -0.01934 0.00696 0.99943
1520520705.470434904 -0.03588 0.18945 0.04181 -0.02600 -0.01798 0.00306 0.99950
1520520705.570437908 -0.03931 0.18162 0.04157 -0.02460 -0.01352 0.00484 0.99959
1520520705.670421839 -0.04152 0.17338 0.04042 -0.02000 -0.00824 0.00615 0.99975
1520520705.770426035 -0.04185 0.16237 0.03840 -0.01866 -0.00479 0.00542 0.99980
1520520705.870427847 -0.04091 0.15421 0.03798 -0.01772 -0.00418 0.00722 0.99981
1520520705.970432043 -0.04180 0.14671 0.03533 -0.01544 -0.00773 0.00609 0.99983
1520520706.070435047 -0.04318 0.13717 0.03326 -0.01493 -0.01056 0.00430 0.99982
1520520706.170437336 -0.04486 0.12727 0.03105 -0.01446 -0.01107 0.00353 0.99983
1520520706.270440340 -0.04367 0.11856 0.02980 -0.01505 -0.00717 0.00454 0.99985
1520520706.370443344 -0.04184 0.10922 0.03128 -0.01513 -0.00460 0.00492 0.99986
1520520706.470546246 -0.03773 0.10061 0.03189 -0.01322 -0.00213 0.00511 0.99990
1520520706.570443392 -0.02815 0.09151 0.03138 -0.01039 0.00265 0.00777 0.99991
1520520706.670446396 -0.01172 0.08349 0.03038 -0.01040 0.00628 0.01436 0.99982
1520520706.770449400 0.00987 0.07516 0.02846 -0.00860 0.01364 0.02046 0.99966
1520520706.870452404 0.03572 0.06348 0.02614 -0.00663 0.01738 0.02473 0.99952
1520520706.970458746 0.06859 0.04664 0.02311 -0.00488 0.01909 0.02761 0.99942
1520520707.070461750 0.10800 0.02714 0.02082 -0.00370 0.01690 0.02631 0.99950
1520520707.170464754 0.15466 0.00728 0.02016 -0.00116 0.01226 0.01729 0.99977
1520520707.270467758 0.20869 -0.01328 0.02106 -0.00437 0.00218 0.01479 0.99988
1520520707.370492935 0.27031 -0.03324 0.01883 -0.00258 -0.00256 0.02044 0.99978
1520520707.470496893 0.33187 -0.05362 0.01484 0.00481 -0.00627 0.02320 0.99970
1520520707.570499897 0.39027 -0.07510 0.01243 0.00130 -0.01439 0.02874 0.99948
1520520707.670502901 0.44516 -0.09901 0.00774 0.00519 -0.00961 0.04091 0.99910
1520520707.770533085 0.49939 -0.12502 0.00357 0.00623 -0.00265 0.05909 0.99823
1520520707.870540142 0.55605 -0.15594 -0.00104 -0.00456 0.00936 0.07486 0.99714
1520520707.970539093 0.61932 -0.18877 -0.00487 -0.01218 0.01925 0.09000 0.99568
1520520708.070641279 0.69029 -0.22614 -0.00737 -0.01611 0.03047 0.10636 0.99373
1520520708.170585871 0.76157 -0.26591 -0.00387 -0.01959 0.03237 0.12434 0.99152
1520520708.270588875 0.83286 -0.31109 0.00504 -0.02695 0.02601 0.14190 0.98917
1520520708.370591879 0.90453 -0.35464 0.01813 -0.03681 0.01704 0.16057 0.98619
1520520708.470594883 0.96469 -0.39617 0.03435 -0.04737 0.01346 0.17960 0.98251
1520520708.570592403 1.00975 -0.43070 0.05362 -0.05787 0.01013 0.19237 0.97956
1520520708.670595407 1.02333 -0.45121 0.06775 -0.06434 0.00525 0.19924 0.97782
1520520708.770598412 1.00555 -0.44408 0.07375 -0.06587 -0.00187 0.20288 0.97698
1520520708.870601416 0.92884 -0.41068 0.06151 -0.05985 -0.01397 0.20306 0.97723
1520520708.970512390 0.84304 -0.36812 0.03690 -0.05047 -0.01998 0.19648 0.97900
1520520709.070516348 0.79306 -0.34335 0.01901 -0.04329 -0.01870 0.18892 0.98086
1520520709.170519352 0.75153 -0.32073 -0.00366 -0.03848 -0.00899 0.18007 0.98286
1520520709.270522356 0.70871 -0.29526 -0.03464 -0.02192 0.00177 0.17311 0.98466
1520520709.370569944 0.65936 -0.26389 -0.06999 -0.00206 0.00623 0.15795 0.98743
1520520709.470577002 0.61055 -0.23253 -0.10787 0.01751 0.01471 0.14415 0.98929
1520520709.570575953 0.56428 -0.20658 -0.14336 0.04524 0.02307 0.13345 0.98975
1520520709.670675039 0.52410 -0.18552 -0.16333 0.06793 0.02750 0.12419 0.98955
1520520709.770873547 0.48962 -0.17487 -0.15856 0.07895 0.02790 0.10801 0.99062
1520520709.870876551 0.44193 -0.16731 -0.14024 0.07841 0.01214 0.09232 0.99256
1520520709.970879555 0.38277 -0.16604 -0.10591 0.06038 -0.00798 0.08337 0.99466
1520520710.070882559 0.31738 -0.16924 -0.05707 0.04536 -0.02293 0.08228 0.99531
1520520710.171069145 0.24630 -0.16520 -0.00261 0.02226 -0.02914 0.08825 0.99542
1520520710.271072149 0.16746 -0.15788 0.06126 -0.01189 -0.02471 0.09190 0.99539
1520520710.371075153 0.08612 -0.14557 0.11806 -0.02690 -0.00791 0.08897 0.99564
1520520710.471078157 0.01302 -0.12994 0.17098 -0.04087 0.00175 0.08151 0.99583
1520520710.571082115 -0.05120 -0.10569 0.21569 -0.06542 -0.00270 0.08062 0.99459
1520520710.670597076 -0.10554 -0.08312 0.24659 -0.08021 -0.00341 0.07663 0.99382
1520520710.770601034 -0.15118 -0.06956 0.26081 -0.07571 -0.00721 0.08059 0.99384
1520520710.870604038 -0.19824 -0.05977 0.24988 -0.07171 -0.01714 0.08257 0.99385
1520520710.970607042 -0.25090 -0.04969 0.21371 -0.07493 -0.01909 0.08205 0.99362
1520520711.070405960 -0.31095 -0.03417 0.15375 -0.05684 -0.01815 0.07730 0.99522
1520520711.170408964 -0.37611 -0.01236 0.07855 -0.02182 -0.01796 0.06674 0.99737
1520520711.270503998 -0.44196 0.01487 -0.00303 0.00732 -0.00969 0.05389 0.99847
1520520711.370414972 -0.50712 0.04427 -0.08600 0.02658 -0.01026 0.04060 0.99877
1520520711.470510006 -0.56924 0.07975 -0.16191 0.03778 -0.02024 0.03043 0.99862
1520520711.570513010 -0.62882 0.11819 -0.22343 0.04547 -0.02238 0.02926 0.99829
1520520711.670516014 -0.68462 0.15220 -0.27170 0.06583 -0.01204 0.03092 0.99728
1520520711.770519972 -0.73759 0.18550 -0.30734 0.09049 -0.01305 0.04486 0.99480
1520520711.870840788 -0.78231 0.20865 -0.31991 0.11347 -0.00899 0.05759 0.99183
1520520711.970843792 -0.81841 0.21454 -0.29687 0.11116 -0.00767 0.05612 0.99219
1520520712.070846796 -0.84557 0.21114 -0.24174 0.08971 -0.00595 0.05054 0.99467
1520520712.170849800 -0.86469 0.21091 -0.16714 0.07075 0.00856 0.04386 0.99649
1520520712.271028996 -0.87443 0.22626 -0.08183 0.06962 0.02130 0.03423 0.99676
1520520712.371032000 -0.87425 0.26151 0.00202 0.06507 0.02101 0.02684 0.99730
1520520712.471035004 -0.86969 0.31055 0.07558 0.03410 0.01377 0.02209 0.99908
1520520712.571038008 -0.86284 0.36637 0.13900 -0.00097 0.01030 0.01116 0.99988
1520520712.670767546 -0.85741 0.42815 0.18943 -0.01700 0.00839 0.00519 0.99981
1520520712.770772696 -0.85089 0.48612 0.22175 -0.02698 -0.00083 0.00282 0.99963
1520520712.870858669 -0.84350 0.53918 0.22452 -0.04126 0.00135 -0.00364 0.99914
1520520712.970776558 -0.83566 0.58241 0.19320 -0.03230 -0.00363 -0.01818 0.99931
1520520713.070664406 -0.82471 0.62163 0.13670 -0.00474 -0.02266 -0.02851 0.99933
1520520713.170667410 -0.81128 0.66137 0.06889 0.01505 -0.03572 -0.03935 0.99847
1520520713.270670414 -0.79357 0.70365 0.00295 0.03128 -0.04342 -0.04836 0.99740
1520520713.370674372 -0.76863 0.75234 -0.06712 0.04440 -0.05039 -0.05528 0.99621
1520520713.470774889 -0.73755 0.80047 -0.13654 0.06523 -0.05417 -0.06157 0.99449
1520520713.570777893 -0.69957 0.84292 -0.20085 0.08389 -0.05156 -0.06415 0.99307
1520520713.670780659 -0.65412 0.88246 -0.25640 0.10295 -0.04058 -0.06267 0.99188
1520520713.770783663 -0.60137 0.90926 -0.29480 0.12981 -0.02078 -0.05266 0.98992
1520520713.870983362 -0.53678 0.91747 -0.30447 0.15815 -0.01140 -0.03694 0.98666
1520520713.970986366 -0.45926 0.89836 -0.27420 0.15352 -0.00506 -0.01657 0.98799
1520520714.070989370 -0.37077 0.85931 -0.20995 0.12234 0.00117 0.00064 0.99249
1520520714.170995235 -0.27648 0.81697 -0.12905 0.08693 0.00462 0.00708 0.99618
1520520714.271080971 -0.18331 0.78005 -0.04409 0.05090 -0.00306 0.00576 0.99868
1520520714.371083975 -0.09619 0.75392 0.04192 0.01907 -0.01613 0.00532 0.99967
1520520714.471164942 -0.01756 0.73455 0.12279 0.00251 -0.02495 0.01044 0.99963
1520520714.571089983 0.05608 0.71745 0.19438 -0.00864 -0.03394 0.02121 0.99916
1520520714.670904160 0.12484 0.70034 0.25727 -0.02632 -0.03129 0.02946 0.99873
1520520714.770907164 0.18791 0.68461 0.30695 -0.04672 -0.03324 0.03525 0.99773
1520520714.870910168 0.25742 0.66306 0.32697 -0.05807 -0.03921 0.04772 0.99640
1520520714.970914125 0.33374 0.62870 0.30911 -0.05994 -0.03937 0.06382 0.99538
1520520715.070917130 0.42352 0.59051 0.25450 -0.05168 -0.03075 0.07773 0.99516
1520520715.170966625 0.52147 0.55303 0.17173 -0.03285 -0.02543 0.09895 0.99422
1520520715.270969629 0.62132 0.52179 0.07752 -0.01212 -0.02126 0.11704 0.99283
1520520715.370972633 0.71601 0.49256 -0.02100 0.00810 -0.02087 0.12363 0.99208
1520520715.470976591 0.80708 0.47091 -0.11656 0.05702 -0.01937 0.12424 0.99042
1520520715.570850849 0.89994 0.44831 -0.19992 0.11704 -0.00994 0.12764 0.98484
1520520715.670853853 0.99437 0.42365 -0.26411 0.15495 0.00749 0.13256 0.97896
1520520715.770856857 1.09318 0.38826 -0.30539 0.17303 0.01541 0.14153 0.97457
1520520715.870859861 1.19148 0.33668 -0.31162 0.18015 0.00964 0.14176 0.97332
1520520715.971201420 1.27764 0.26382 -0.27216 0.16786 -0.00897 0.13430 0.97658
1520520716.071272373 1.34350 0.17587 -0.19584 0.13152 -0.01823 0.13235 0.98227
1520520716.171203375 1.38622 0.09577 -0.10333 0.08675 -0.02201 0.12997 0.98747
1520520716.271206379 1.40658 0.02209 -0.01000 0.05546 -0.02585 0.13141 0.98944
1520520716.371220350 1.40848 -0.04337 0.08084 0.03627 -0.03219 0.13783 0.98927
1520520716.471223354 1.39715 -0.09842 0.17367 0.01330 -0.04065 0.13604 0.98978
1520520716.571227312 1.37630 -0.13538 0.25926 -0.00792 -0.04525 0.12466 0.99114
1520520716.671230316 1.34729 -0.16413 0.33426 -0.02821 -0.04814 0.11313 0.99201
1520520716.770801544 1.31670 -0.18041 0.38366 -0.04568 -0.04559 0.10297 0.99259
1520520716.870804310 1.29782 -0.19847 0.39075 -0.04974 -0.03552 0.09735 0.99337
1520520716.970807314 1.29199 -0.22901 0.35099 -0.04183 -0.02757 0.09081 0.99461
1520520717.070811510 1.29931 -0.26920 0.27981 -0.02929 -0.02742 0.08816 0.99530
1520520717.170625448 1.30839 -0.31612 0.20330 -0.01511 -0.03389 0.08551 0.99565
1520520717.270628452 1.31004 -0.35610 0.13627 -0.00742 -0.04712 0.08297 0.99541
1520520717.370631456 1.30633 -0.38394 0.07255 -0.00428 -0.06963 0.07855 0.99447
1520520717.470634460 1.30057 -0.39875 0.01047 0.00543 -0.09481 0.06942 0.99306
1520520717.570822001 1.28394 -0.41114 -0.04615 0.02524 -0.09710 0.06202 0.99302
1520520717.670891047 1.25801 -0.42291 -0.09911 0.05366 -0.08046 0.06285 0.99333
1520520717.770828009 1.22195 -0.44151 -0.13598 0.07876 -0.06280 0.06789 0.99259
1520520717.870831013 1.17772 -0.47563 -0.13334 0.08628 -0.05690 0.07442 0.99186
1520520717.971678972 1.12554 -0.52313 -0.09170 0.07005 -0.05918 0.08237 0.99237
1520520718.071681976 1.06047 -0.56464 -0.02223 0.05050 -0.05349 0.08700 0.99349
1520520718.171686172 0.98939 -0.59624 0.05170 0.02569 -0.03820 0.08199 0.99557
1520520718.271689177 0.91485 -0.61497 0.11383 0.00034 -0.03320 0.06939 0.99704
1520520718.371808767 0.84263 -0.62243 0.16168 -0.01210 -0.03210 0.06281 0.99744
1520520718.471811771 0.76398 -0.62215 0.20463 -0.02325 -0.02817 0.05992 0.99753
1520520718.571814775 0.68833 -0.60488 0.23449 -0.04040 -0.02383 0.05759 0.99724
1520520718.671818733 0.61966 -0.58138 0.22422 -0.03935 -0.02156 0.06079 0.99714
1520520718.771831274 0.54866 -0.55857 0.17881 -0.01986 -0.02024 0.05799 0.99791
1520520718.871833086 0.46957 -0.53623 0.11825 -0.01134 -0.03082 0.05716 0.99782
